ID,Date,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D0102,2023-04-12,28.5,88,183,0.54,499,Rupit,Sedang
D0103,2023-04-13,30.4,85,327,0.56,577,Rupit,Sedang
D0104,2023-04-14,28.9,86,204,0.63,478,Rupit,Sedang
D0105,2023-04-15,30.0,87,513,0.55,575,Rupit,Sedang
D0106,2023-04-16,28.8,92,594,0.57,561,Rupit,Sedang
D0107,2023-04-17,30.8,85,705,0.54,592,Rupit,Sedang
D0108,2023-04-18,29.7,90,345,0.62,486,Rupit,Sedang
D0109,2023-04-19,29.8,90,429,0.52,517,Rupit,Sedang
D0110,2023-04-20,29.2,90,1077,0.62,485,Rupit,Sedang
D0111,2023-04-21,28.1,89,141,0.62,513,Rupit,Sedang
D0112,2023-04-22,29.4,89,402,0.62,589,Rupit,Sedang
D0113,2023-04-23,28.2,90,273,0.55,538,Rupit,Sedang
D0114,2023-04-24,28.7,87,279,0.62,480,Rupit,Sedang
D0115,2023-04-25,29.3,90,162,0.52,532,Rupit,Sedang
D0116,2023-04-26,28.4,89,123,0.64,553,Rupit,Sedang
D0117,2023-04-27,28.6,90,279,0.6,429,Rupit,Sedang
D0118,2023-04-28,28.3,88,48,0.63,586,Rupit,Sedang
D0119,2023-04-29,28.4,89,351,0.64,564,Rupit,Sedang
D0120,2023-04-30,29.0,89,510,0.53,612,Rupit,Sedang
D0121,2023-05-01,29.4,85,852,0.61,499,Rupit,Sedang
D0122,2023-05-02,30.1,85,546,0.57,570,Rupit,Sedang
D0123,2023-05-03,29.9,89,492,0.55,520,Rupit,Sedang
D0124,2023-05-04,29.5,90,474,0.58,518,Rupit,Sedang
D0125,2023-05-05,28.2,91,342,0.61,502,Rupit,Sedang
D0126,2023-05-06,28.9,88,423,0.6,487,Rupit,Sedang
D0127,2023-05-07,29.1,87,177,0.56,556,Rupit,Sedang
D0128,2023-05-08,29.3,88,423,0.56,468,Rupit,Sedang
D0129,2023-05-09,29.6,85,3,0.57,515,Rupit,Sedang
D0130,2023-05-10,30.1,88,63,0.63,540,Rupit,Sedang
D0131,2023-05-11,29.8,88,555,0.63,495,Rupit,Sedang
D0132,2023-05-12,28.0,92,249,0.52,498,Rupit,Rendah
D0133,2023-05-13,30.1,84,6,0.57,469,Rupit,Sedang
D0134,2023-05-14,29.9,84,51,0.57,492,Rupit,Sedang
D0135,2023-05-15,29.1,88,81,0.58,578,Rupit,Sedang
D0136,2023-05-16,29.4,86,90,0.53,479,Rupit,Sedang
D0137,2023-05-17,29.5,88,195,0.6,483,Rupit,Sedang
D0138,2023-05-18,27.8,90,375,0.6,583,Rupit,Rendah
D0139,2023-05-19,28.7,87,687,0.54,549,Rupit,Sedang
D0140,2023-05-20,28.1,89,135,0.62,524,Rupit,Sedang
D0141,2023-05-21,29.0,90,333,0.57,502,Rupit,Sedang
D0142,2023-05-22,28.8,89,309,0.58,501,Rupit,Sedang
D0143,2023-05-23,29.5,89,225,0.6,586,Rupit,Sedang
D0144,2023-05-24,29.1,88,45,0.53,522,Rupit,Sedang
D0145,2023-05-25,29.1,85,18,0.54,566,Rupit,Sedang
D0146,2023-05-26,29.6,88,1032,0.55,508,Rupit,Sedang
D0147,2023-05-27,30.3,88,417,0.57,538,Rupit,Sedang
D0148,2023-05-28,29.8,89,333,0.59,464,Rupit,Sedang
D0149,2023-05-29,29.2,88,357,0.63,472,Rupit,Sedang
D0150,2023-05-30,28.5,91,372,0.62,479,Rupit,Sedang
D0151,2023-05-31,29.0,88,192,0.63,519,Rupit,Sedang
D0152,2023-06-01,29.8,88,438,0.55,475,Rupit,Sedang
D0153,2023-06-02,29.3,86,81,0.61,465,Rupit,Sedang
D0154,2023-06-03,28.8,88,27,0.53,513,Rupit,Sedang
D0155,2023-06-04,27.8,90,504,0.55,499,Rupit,Rendah
D0156,2023-06-05,29.6,88,189,0.55,565,Rupit,Sedang
D0157,2023-06-06,28.5,90,576,0.6,557,Rupit,Sedang
D0158,2023-06-07,27.7,90,450,0.57,536,Rupit,Rendah
D0159,2023-06-08,28.1,92,525,0.57,563,Rupit,Sedang
D0160,2023-06-09,29.0,89,30,0.62,491,Rupit,Sedang
D0161,2023-06-10,29.7,84,453,0.57,557,Rupit,Sedang
D0162,2023-06-11,30.3,84,624,0.62,521,Rupit,Sedang
D0163,2023-06-12,28.8,87,759,0.57,520,Rupit,Sedang
D0164,2023-06-13,28.1,89,57,0.55,470,Rupit,Sedang
D0165,2023-06-14,29.2,90,234,0.57,555,Rupit,Sedang
D0166,2023-06-15,27.7,90,300,0.57,526,Rupit,Rendah
D0167,2023-06-16,27.7,87,201,0.58,558,Rupit,Rendah
D0168,2023-06-17,29.1,85,12,0.57,560,Rupit,Sedang
D0169,2023-06-18,29.0,87,135,0.52,507,Rupit,Sedang
D0170,2023-06-19,28.1,88,531,0.53,504,Rupit,Sedang
D0171,2023-06-20,28.7,87,87,0.55,489,Rupit,Sedang
D0172,2023-06-21,29.8,87,882,0.61,579,Rupit,Sedang
D0173,2023-06-22,28.7,89,258,0.55,526,Rupit,Sedang
D0174,2023-06-23,28.8,83,477,0.64,523,Rupit,Sedang
D0175,2023-06-24,29.7,87,105,0.6,531,Rupit,Sedang
D0176,2023-06-25,28.7,88,297,0.63,464,Rupit,Sedang
D0177,2023-06-26,28.4,90,702,0.52,531,Rupit,Sedang
D0178,2023-06-27,28.0,90,177,0.59,536,Rupit,Sedang
D0179,2023-06-28,28.8,89,561,0.6,522,Rupit,Sedang
D0180,2023-06-29,28.0,89,198,0.61,496,Rupit,Sedang
D0181,2023-06-30,28.0,88,693,0.62,538,Rupit,Rendah
D0182,2023-07-01,28.8,89,1032,0.56,516,Rupit,Sedang
D0183,2023-07-02,27.8,88,99,0.63,470,Rupit,Rendah
D0184,2023-07-03,29.2,87,534,0.6,558,Rupit,Sedang
D0185,2023-07-04,29.3,89,315,0.53,530,Rupit,Sedang
D0186,2023-07-05,29.4,89,987,0.53,443,Rupit,Sedang
D0187,2023-07-06,27.8,90,528,0.61,496,Rupit,Rendah
D0188,2023-07-07,28.0,88,9,0.58,554,Rupit,Rendah
D0189,2023-07-08,29.7,87,111,0.62,528,Rupit,Sedang
D0190,2023-07-09,29.0,90,819,0.6,504,Rupit,Sedang
D0191,2023-07-10,28.8,91,1092,0.6,461,Rupit,Sedang
D0192,2023-07-11,28.2,92,369,0.55,545,Rupit,Sedang
D0193,2023-07-12,29.3,86,3,0.58,478,Rupit,Sedang
D0194,2023-07-13,29.6,87,42,0.55,524,Rupit,Sedang
D0195,2023-07-14,27.9,89,219,0.62,590,Rupit,Rendah
D0196,2023-07-15,28.5,88,207,0.58,562,Rupit,Sedang
D0197,2023-07-16,28.3,87,156,0.57,596,Rupit,Sedang
D0198,2023-07-17,28.9,89,591,0.55,533,Rupit,Sedang
D0199,2023-07-18,27.7,89,264,0.56,565,Rupit,Rendah
D0200,2023-07-19,30.0,81,105,0.52,478,Rupit,Sedang
D0201,2023-07-20,28.8,86,54,0.53,512,Rupit,Sedang
D0202,2023-07-21,28.6,84,0,0.6,475,Rupit,Sedang
D0203,2023-07-22,28.5,84,24,0.58,524,Rupit,Sedang
D0204,2023-07-23,28.3,88,411,0.6,503,Rupit,Sedang
D0205,2023-07-24,27.6,89,150,0.59,472,Rupit,Rendah
D0206,2023-07-25,28.8,84,12,0.61,528,Rupit,Sedang
D0207,2023-07-26,28.5,85,18,0.6,517,Rupit,Sedang
D0208,2023-07-27,29.0,84,6,0.54,550,Rupit,Sedang
D0209,2023-07-28,28.6,89,114,0.58,521,Rupit,Sedang
D0210,2023-07-29,29.4,85,21,0.58,495,Rupit,Sedang
D0211,2023-07-30,27.3,90,198,0.64,488,Rupit,Rendah
D0212,2023-07-31,28.4,81,21,0.54,515,Rupit,Sedang
D0213,2023-08-01,28.6,81,27,0.54,569,Rupit,Sedang
D0214,2023-08-02,29.6,83,267,0.64,524,Rupit,Sedang
D0215,2023-08-03,28.0,89,747,0.6,576,Rupit,Rendah
D0216,2023-08-04,29.1,87,99,0.62,577,Rupit,Sedang
D0217,2023-08-05,28.2,83,213,0.58,497,Rupit,Sedang
D0218,2023-08-06,29.3,81,27,0.63,529,Rupit,Sedang
D0219,2023-08-07,29.1,86,27,0.62,508,Rupit,Sedang
D0220,2023-08-08,27.8,87,102,0.53,529,Rupit,Rendah
D0221,2023-08-09,27.3,89,153,0.59,478,Rupit,Rendah
D0222,2023-08-10,29.0,83,24,0.61,640,Rupit,Sedang
D0223,2023-08-11,28.9,80,18,0.61,527,Rupit,Sedang
D0224,2023-08-12,30.0,82,15,0.57,568,Rupit,Sedang
D0225,2023-08-13,29.4,84,99,0.64,501,Rupit,Sedang
D0226,2023-08-14,30.4,79,27,0.61,572,Rupit,Sedang
D0227,2023-08-15,28.2,86,177,0.54,534,Rupit,Sedang
D0228,2023-08-16,27.1,89,357,0.54,577,Rupit,Rendah
D0229,2023-08-17,27.9,89,78,0.52,469,Rupit,Rendah
D0230,2023-08-18,28.9,87,72,0.55,536,Rupit,Sedang
D0231,2023-08-19,28.7,91,597,0.6,462,Rupit,Sedang
D0232,2023-08-20,28.5,89,54,0.61,537,Rupit,Sedang
D0233,2023-08-21,28.2,89,300,0.6,558,Rupit,Sedang
D0234,2023-08-22,29.4,84,63,0.6,503,Rupit,Sedang
D0235,2023-08-23,28.9,81,6,0.62,541,Rupit,Sedang
D0236,2023-08-24,29.2,84,243,0.61,530,Rupit,Sedang
D0237,2023-08-25,28.5,89,870,0.55,563,Rupit,Sedang
D0238,2023-08-26,28.6,87,255,0.63,563,Rupit,Sedang
D0239,2023-08-27,28.8,87,198,0.58,529,Rupit,Sedang
D0240,2023-08-28,28.5,87,213,0.56,525,Rupit,Sedang
D0241,2023-08-29,28.9,86,243,0.53,593,Rupit,Sedang
D0242,2023-08-30,30.2,83,42,0.63,502,Rupit,Sedang
D0243,2023-08-31,29.8,77,0,0.6,519,Rupit,Sedang
D0244,2023-09-01,29.0,77,0,0.58,531,Rupit,Sedang
D0245,2023-09-02,29.3,78,0,0.63,542,Rupit,Sedang
D0246,2023-09-03,28.5,75,0,0.58,568,Rupit,Sedang
D0247,2023-09-04,29.9,75,0,0.56,491,Rupit,Sedang
D0248,2023-09-05,29.3,75,0,0.56,571,Rupit,Sedang
D0249,2023-09-06,29.8,72,21,0.55,589,Rupit,Sedang
D0250,2023-09-07,28.3,85,72,0.57,496,Rupit,Sedang
D0251,2023-09-08,29.2,86,123,0.56,559,Rupit,Sedang
D0252,2023-09-09,28.9,87,126,0.64,513,Rupit,Sedang
D0253,2023-09-10,28.3,85,75,0.59,498,Rupit,Sedang
D0254,2023-09-11,29.4,81,0,0.61,533,Rupit,Sedang
D0255,2023-09-12,30.2,75,9,0.61,534,Rupit,Sedang
D0256,2023-09-13,30.1,77,0,0.57,568,Rupit,Sedang
D0257,2023-09-14,29.5,73,36,0.53,574,Rupit,Sedang
D0258,2023-09-15,30.4,71,0,0.54,511,Rupit,Sedang
D0259,2023-09-16,31.0,72,9,0.59,623,Rupit,Sedang
D0260,2023-09-17,29.4,72,3,0.58,588,Rupit,Sedang
D0261,2023-09-18,30.4,73,15,0.62,457,Rupit,Sedang
D0262,2023-09-19,30.6,80,327,0.55,520,Rupit,Sedang
D0263,2023-09-20,28.2,87,1266,0.64,521,Rupit,Sedang
D0264,2023-09-21,28.5,88,51,0.63,570,Rupit,Sedang
D0265,2023-09-22,29.8,81,6,0.63,541,Rupit,Sedang
D0266,2023-09-23,30.3,77,3,0.57,496,Rupit,Sedang
D0267,2023-09-24,28.9,76,15,0.58,533,Rupit,Sedang
D0268,2023-09-25,30.8,75,6,0.59,491,Rupit,Sedang
D0269,2023-09-26,30.4,68,0,0.58,549,Rupit,Sedang
D0270,2023-09-27,30.7,67,6,0.59,559,Rupit,Sedang
D0271,2023-09-28,30.9,65,0,0.57,509,Rupit,Sedang
D0272,2023-09-29,30.7,64,0,0.59,543,Rupit,Sedang
D0273,2023-09-30,31.2,61,0,0.61,583,Rupit,Sedang
D0274,2023-10-01,30.6,69,15,0.62,537,Rupit,Sedang
D0275,2023-10-02,30.9,67,15,0.6,568,Rupit,Sedang
D0276,2023-10-03,30.7,65,0,0.52,419,Rupit,Sedang
D0277,2023-10-04,30.5,69,0,0.59,575,Rupit,Sedang
D0278,2023-10-05,31.5,68,6,0.58,461,Rupit,Tinggi
D0279,2023-10-06,31.5,66,18,0.61,471,Rupit,Tinggi
D0280,2023-10-07,33.1,60,3,0.58,551,Rupit,Tinggi
D0281,2023-10-08,32.0,63,18,0.56,500,Rupit,Tinggi
D0282,2023-10-09,31.7,69,114,0.62,466,Rupit,Tinggi
D0283,2023-10-10,30.9,78,579,0.57,495,Rupit,Sedang
D0284,2023-10-11,29.3,79,363,0.62,578,Rupit,Sedang
D0285,2023-10-12,32.0,72,3,0.53,459,Rupit,Tinggi
D0286,2023-10-13,31.1,68,0,0.61,454,Rupit,Sedang
D0287,2023-10-14,30.9,70,0,0.53,466,Rupit,Sedang
D0288,2023-10-15,31.7,72,3,0.6,460,Rupit,Tinggi
D0289,2023-10-16,31.4,66,27,0.53,529,Rupit,Sedang
D0290,2023-10-17,31.1,66,15,0.54,489,Rupit,Sedang
D0291,2023-10-18,30.3,67,75,0.59,526,Rupit,Sedang
D0292,2023-10-19,28.8,86,510,0.62,497,Rupit,Sedang
D0293,2023-10-20,28.7,86,1158,0.55,538,Rupit,Sedang
D0294,2023-10-21,29.2,82,210,0.55,509,Rupit,Sedang
D0295,2023-10-22,29.5,86,264,0.52,548,Rupit,Sedang
D0296,2023-10-23,30.3,82,141,0.54,439,Rupit,Sedang
D0297,2023-10-24,28.6,86,738,0.56,472,Rupit,Sedang
D0298,2023-10-25,29.2,86,1050,0.55,491,Rupit,Sedang
D0299,2023-10-26,28.6,85,390,0.54,486,Rupit,Sedang
D0300,2023-10-27,30.5,78,0,0.59,550,Rupit,Sedang
D0301,2023-10-28,30.1,78,42,0.64,490,Rupit,Sedang
D0302,2023-10-29,29.1,86,129,0.55,626,Rupit,Sedang
D0303,2023-10-30,30.0,81,9,0.6,520,Rupit,Sedang
D0304,2023-10-31,30.2,85,546,0.58,508,Rupit,Sedang
D0305,2023-11-01,28.7,87,261,0.55,536,Rupit,Sedang
D0306,2023-11-02,30.1,83,18,0.6,468,Rupit,Sedang
D0307,2023-11-03,30.6,81,135,0.6,510,Rupit,Sedang
D0308,2023-11-04,30.5,82,303,0.6,463,Rupit,Sedang
D0309,2023-11-05,29.1,88,165,0.6,505,Rupit,Sedang
D0310,2023-11-06,27.9,88,321,0.61,560,Rupit,Rendah
D0311,2023-11-07,28.0,88,459,0.56,520,Rupit,Rendah
D0312,2023-11-08,30.4,85,249,0.58,496,Rupit,Sedang
D0313,2023-11-09,29.2,82,114,0.58,584,Rupit,Sedang
D0314,2023-11-10,30.2,80,171,0.62,482,Rupit,Sedang
D0315,2023-11-11,28.9,85,138,0.62,520,Rupit,Sedang
D0316,2023-11-12,28.6,86,258,0.64,484,Rupit,Sedang
D0317,2023-11-13,30.4,85,258,0.64,560,Rupit,Sedang
D0318,2023-11-14,28.8,90,549,0.64,471,Rupit,Sedang
D0319,2023-11-15,29.7,85,147,0.56,521,Rupit,Sedang
D0320,2023-11-16,29.2,89,192,0.57,514,Rupit,Sedang
D0321,2023-11-17,30.2,90,174,0.6,456,Rupit,Sedang
D0322,2023-11-18,29.0,85,321,0.53,483,Rupit,Sedang
D0323,2023-11-19,29.8,88,402,0.52,558,Rupit,Sedang
D0324,2023-11-20,28.0,90,78,0.55,486,Rupit,Sedang
D0325,2023-11-21,29.5,85,102,0.62,548,Rupit,Sedang
D0326,2023-11-22,29.2,92,903,0.54,502,Rupit,Sedang
D0327,2023-11-23,30.2,86,222,0.56,502,Rupit,Sedang
D0328,2023-11-24,28.7,87,804,0.54,520,Rupit,Sedang
D0329,2023-11-25,27.1,92,735,0.6,516,Rupit,Rendah
D0330,2023-11-26,27.5,89,531,0.61,424,Rupit,Rendah
D0331,2023-11-27,27.5,92,1020,0.57,557,Rupit,Rendah
D0332,2023-11-28,27.9,88,237,0.63,547,Rupit,Rendah
D0333,2023-11-29,29.9,89,333,0.56,429,Rupit,Sedang
D0334,2023-11-30,28.8,89,1182,0.53,554,Rupit,Sedang
D0335,2023-12-01,28.1,91,219,0.59,557,Rupit,Sedang
D0336,2023-12-02,28.2,88,513,0.54,515,Rupit,Sedang
D0337,2023-12-03,29.0,86,972,0.62,464,Rupit,Sedang
D0338,2023-12-04,27.7,87,222,0.59,536,Rupit,Rendah
D0339,2023-12-05,29.6,84,351,0.61,520,Rupit,Sedang
D0340,2023-12-06,28.8,90,1008,0.53,540,Rupit,Sedang
D0341,2023-12-07,28.7,89,351,0.54,537,Rupit,Sedang
D0342,2023-12-08,30.7,83,141,0.54,598,Rupit,Sedang
D0343,2023-12-09,27.9,90,588,0.52,534,Rupit,Rendah
D0344,2023-12-10,27.7,89,531,0.55,503,Rupit,Rendah
D0345,2023-12-11,29.1,89,387,0.6,526,Rupit,Sedang
D0346,2023-12-12,28.5,86,1125,0.55,521,Rupit,Sedang
D0347,2023-12-13,29.4,84,492,0.54,582,Rupit,Sedang
D0348,2023-12-14,29.3,86,525,0.61,541,Rupit,Sedang
D0349,2023-12-15,29.6,89,33,0.61,501,Rupit,Sedang
D0350,2023-12-16,27.7,89,384,0.63,519,Rupit,Rendah
D0351,2023-12-17,28.3,89,480,0.61,552,Rupit,Sedang
D0352,2023-12-18,27.3,90,279,0.64,484,Rupit,Rendah
D0353,2023-12-19,28.4,89,240,0.58,471,Rupit,Sedang
D0354,2023-12-20,28.0,88,762,0.63,555,Rupit,Sedang
D0355,2023-12-21,27.8,89,993,0.53,509,Rupit,Rendah
D0356,2023-12-22,28.7,89,522,0.6,511,Rupit,Sedang
D0357,2023-12-23,29.1,86,120,0.56,569,Rupit,Sedang
D0358,2023-12-24,28.3,87,468,0.59,519,Rupit,Sedang
D0359,2023-12-25,28.9,88,267,0.6,554,Rupit,Sedang
D0360,2023-12-26,27.9,89,444,0.61,474,Rupit,Rendah
D0361,2023-12-27,28.3,88,753,0.57,524,Rupit,Sedang
D0362,2023-12-28,28.0,88,333,0.57,556,Rupit,Rendah
D0363,2023-12-29,28.7,86,477,0.57,501,Rupit,Sedang
D0364,2023-12-30,27.2,91,1335,0.63,487,Rupit,Rendah
D0365,2023-12-31,29.5,86,273,0.62,535,Rupit,Sedang
D0366,2023-01-01,25.3,88,426,0.78,159,Karang Jaya,Rendah
D0367,2023-01-02,24.8,88,237,0.75,117,Karang Jaya,Rendah
D0368,2023-01-03,25.3,91,327,0.72,137,Karang Jaya,Rendah
D0369,2023-01-04,25.6,90,267,0.77,193,Karang Jaya,Rendah
D0370,2023-01-05,25.5,87,30,0.75,103,Karang Jaya,Rendah
D0371,2023-01-06,25.8,88,54,0.75,163,Karang Jaya,Rendah
D0372,2023-01-07,26.4,89,237,0.69,206,Karang Jaya,Rendah
D0373,2023-01-08,27.1,86,72,0.72,154,Karang Jaya,Rendah
D0374,2023-01-09,27.1,87,51,0.78,98,Karang Jaya,Rendah
D0375,2023-01-10,25.6,86,72,0.78,107,Karang Jaya,Rendah
D0376,2023-01-11,26.2,88,240,0.79,113,Karang Jaya,Rendah
D0377,2023-01-12,25.7,88,117,0.71,176,Karang Jaya,Rendah
D0378,2023-01-13,24.7,89,183,0.72,206,Karang Jaya,Rendah
D0379,2023-01-14,25.4,87,45,0.78,113,Karang Jaya,Rendah
D0380,2023-01-15,24.8,90,342,0.76,134,Karang Jaya,Rendah
D0381,2023-01-16,25.5,89,246,0.77,159,Karang Jaya,Rendah
D0382,2023-01-17,24.9,92,618,0.72,190,Karang Jaya,Rendah
D0383,2023-01-18,24.5,89,573,0.77,135,Karang Jaya,Rendah
D0384,2023-01-19,24.5,94,774,0.7,144,Karang Jaya,Rendah
D0385,2023-01-20,25.3,88,243,0.76,142,Karang Jaya,Rendah
D0386,2023-01-21,25.6,86,132,0.73,208,Karang Jaya,Rendah
D0387,2023-01-22,25.0,88,774,0.77,182,Karang Jaya,Rendah
D0388,2023-01-23,25.0,92,642,0.76,177,Karang Jaya,Rendah
D0389,2023-01-24,24.9,91,159,0.76,188,Karang Jaya,Rendah
D0390,2023-01-25,24.5,87,72,0.68,161,Karang Jaya,Rendah
D0391,2023-01-26,25.3,85,12,0.71,169,Karang Jaya,Rendah
D0392,2023-01-27,26.1,87,627,0.68,173,Karang Jaya,Rendah
D0393,2023-01-28,25.4,88,330,0.7,105,Karang Jaya,Rendah
D0394,2023-01-29,25.5,88,153,0.78,192,Karang Jaya,Rendah
